tokens;date;group
"ливвиковский 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁cамый активный участник группа конец месяц получить подарок команда проект . 👩‍🦰пример читать наталья синицкай генеральный директор издательство периодика . 100словокарелия .";2020-09-07 13:00:08;satasanaa
"собственно карельский 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁cамый активный участник группа конец месяц получить подарок команда проект . 🧒пример читать мария спицын газета карельский язык который выходить неделя петрозаводск . 100словокарелия .";2020-09-07 13:30:02;satasanaa
"людиковский 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁самый активный участник конец месяц получить подарок команда проект . 👩‍💼пример читать людмила алексеев преподаватель курс людиковский наречие карельский язык . 100словокарелия .";2020-09-07 14:00:07;satasanaa
"💫наиболее распространить эффективный система земледелие вепсский территория подсека . подсечный способ земледелие состоять несколько стадия . первый стадия выбираться участок лес подсечь учёт порода дерево состав почва . 🌲хороший считаться участок порасти ель смешанный берёза осина красноглинистый почва достаточный примесь суглинок . ниже весь оцениваться участок порасти сосна грунт песчаный рассыпчатый . опасть хвоя давать мало перегноить . вепсы_карелия .";2020-09-07 15:34:00;desyatiletieyazykovkarelia
"🌾кукла крупеничка оберег достаток хороший урожай материальный благополучие семья символ сытый полный дом . сберегать благо распределять дом . основа кукла сшить вручную холщовый мешочек наполнить крупа зерно нарядить традиционный женский одежда лоскут . это потаённый мешочек брать первый горсть посев передавать новый урожай сберечь сила кормилица-земля . уборочный страда мешочек наполнять отборный зерно новый урожай наряжать бережно хранить следующий сев красный угол изба немногий народный кукла который стоять вид . кукла мочь небольшой умещаться ладошка размер огромный мешок стратегический запас зерно случай голодный год . год зерно крупеничка взять значит семья прожить сытно достаток . кстати крупеничка наполнить вид крупа смесь зерно . всё иметь свой значение гречка достаток связь родный земля пшеница богатый урожай плодородие преумножение овёс сила здоровье перловка сытость надёжность рис богатство самый дорогой крупа . русские_карелия .";2020-09-07 19:14:00;desyatiletieyazykovkarelia
"добрый утро друг . общество вепсский культура карелия продолжать реализация проект слово вепсский лететь речь родный ожить . рамка проект ребята озвучивать студия вепсский книга . давать посмотреть проходить процесс👇 мероприятие реализоваться поддержка club147415188|министерство национальный политика карелия . вепсы_карелия .";2020-09-08 09:26:58;desyatiletieyazykovkarelia
"вепсский 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁cамый активный участник группа конец месяц получить подарок команда проект . 👩‍🦱пример читать дарья швецов газета кодим который выходить месяц петрозаводск . 100словокарелия вепсский .";2020-09-08 11:00:03;satasanaa
"финский язык 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁cамый активный участник группа конец месяц получить подарок команда проект . 👱‍♀пример читать инна нипполайнный ресурсный языковой медиацентр карелов вепс финн республика карелия . 100словокарелия .";2020-09-08 12:00:04;satasanaa
"прислушаться примета бытовать карелов птица лететь очень высоко ещё далеко зима . приметы_карелия .";2020-09-08 15:15:01;desyatiletieyazykovkarelia
"сезон ягодный пирог продолжаться ягода предпочитать пирог .";2020-09-08 19:17:44;desyatiletieyazykovkarelia
"земля золото вода бриллиант . пословицы_карелия .";2020-09-09 09:30:03;desyatiletieyazykovkarelia
"слово семьдесят первый слово карелия вереск вереск часто ассоцироваться далёкий шотландия карелия . вечнозелёный кустарничка нежный мелкий цвета очень красивый . пройти мимо вереск время цветение сделать фото разместить рабочий стол компьютер . романтичный растение правда . 💢ливвиковский карельский 💢собственный карельский 💢людиковский 💢вепсский 💢финский 🙇‍♂повторять диктор тренировать произношение . ❤предлагать свой любимый слово карелия тема обсуждение ссылка снимать видеоролик присылать личный сообщение группа выкладывать страница хештэг . 🎨иллюстрация слово вереск дмитрий дмитриев . 100словокарелия .";2020-09-09 11:00:06;satasanaa
"ливвиковский 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁cамый активный участник группа конец месяц получить подарок команда проект . 👩‍🦰пример читать ольга смотровый газета карельский язык который выходить неделя петрозаводск . 100словокарелия .";2020-09-09 13:00:08;satasanaa
"собственно карельский 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁cамый активный участник группа конец месяц получить подарок команда проект . 👱‍♀пример читать ульяна тикканена газета карельский язык который выходить неделя петрозаводск . 100словокарелия .";2020-09-09 13:30:02;satasanaa
"людиковский 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁самый активный участник конец месяц получить подарок команда проект . 👩‍💼пример читать александр родионов научный сотрудник сектор языкознание иять карнц ран . 100словокарелия .";2020-09-09 14:00:07;satasanaa
"знать облегчение передвижение болото летний пора карел использовать гать .  ливва . болото укладываться бревно ряд толщина менее смотреть . протяжённость гать зависеть протяжённость болотистый почва достигать км . передвижение гать лошадь опасный поэтому местный житель нередко отправляться путешествие пешком . существовать способ передвижение болото почва вбиваться колышек который проходить шестой рука . фото . инх карелы_карелия .";2020-09-09 15:39:00;desyatiletieyazykovkarelia
"хороший вечер друг помнить счастие спит✨ пословицы_карелия .";2020-09-09 20:08:00;desyatiletieyazykovkarelia
"✨добрый утро друг . сегодня подвести итог конкурс репост . ещё несколько час принять участие розыгрыш вкусный чайно-пряничный набор . это подписать группа club194184788|неделить карельский вепсский язык сделать репост закрепить выше запись страница удалять сентябрь . победитель определимый помощь генератор случайный число . желать удача .";2020-09-10 09:06:14;desyatiletieyazykovkarelia
"вепсский 💢слово пример пример слово . 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁cамый активный участник группа конец месяц получить подарок команда проект . 👩‍🦱пример читать дарья швецов газета кодим который выходить месяц петрозаводск . 100словокарелия вепсский .";2020-09-10 11:00:04;satasanaa
"финский язык 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁cамый активный участник группа конец месяц получить подарок команда проект . 👱‍♀пример читать наталья денисов ресурсный языковой медиацентр карелов вепс финн республика карелия . 100словокарелия .";2020-09-10 12:00:13;satasanaa
"осенний погода обувь обуть нога второй брать котомка . карелы_карелия .";2020-09-10 15:35:00;desyatiletieyazykovkarelia
"💥дорогой друг обещать подводить итог наш розыгрыш . 🏆победитель становиться надежда растригин доставаться наш сладкий чайно-пряничный набор . поздравлять . близкий время связаться победитель рассказать забрать свой приз друг вступать наш группа принимать участие наш мероприятие .";2020-09-10 17:45:00;desyatiletieyazykovkarelia
"солнце нога сказать карел солнце встать прийти время начинать работа . образные_выражения_карелия .";2020-09-11 09:41:49;desyatiletieyazykovkarelia
"закреплять слово пройти неделя пример ливвиковский . клюква кислый полезный здоровье . собственно карельский . клюква ходить болото . людиковский клюква кислый ягода . вепсский . –девочка собирать клюква болото . финский язык . клюква ягода северный территория . ";2020-09-11 11:00:04;satasanaa
"💫четырехколесный двуосный телега появиться средний вепс ранний начало южновепсский поселение год . самый состоятельный житель . вместе колёсный транспорт вепсский язык войти соответствовать терминология . южновепсский диалект появиться русский заимствование телега втулка спица обод . вепсы_карелия .";2020-09-11 15:10:00;desyatiletieyazykovkarelia
"вокруг нос вертеться рука поймать это карел . загадки_карелия .";2020-09-12 09:25:00;desyatiletieyazykovkarelia
"закреплять слово пройти неделя пример ливвиковский . вереск начать расти . собственно карельский . вереск расти край болото . людиковский . вереск расти лесной болото . вепсский . вереск расти песчаный почва . финский язык . вереск делать веник верёвка оранжевый краситель пиво . ";2020-09-12 11:00:04;satasanaa
"добрый вечер друг . сегодня предлагать ваш внимание стихотворение вепсский язык галина бабуров перевод русский язык олег мошникова . стихотворение войти сборник вепсский поэзия семь берёза . литература_карелия .";2020-09-12 18:30:49;desyatiletieyazykovkarelia
"осенний ветер сильный весенний . карелы_карелия .";2020-09-13 10:32:20;desyatiletieyazykovkarelia
"литература_карелия .";2020-09-13 20:48:48;desyatiletieyazykovkarelia
"работать человек работа найтись гласить вепсский пословица . плодотворный рабочий неделя друг . пословицы_карелия .";2020-09-14 08:52:36;desyatiletieyazykovkarelia
"слово семьдесят второе слово карелия гусь весна конец апрель начало май тысяча дикий серый гусь появляться поле юг карелия . птица лететь зимовка гнездование далеко север останавливаться передохнуть . это время наблюдать птица фотографировать . олонец год проходить экологический фестиваль олония гусиный столица гусиный бега множество весёлый конкурс . 💢ливвиковский карельский 💢собственный карельский 💢людиковский 💢вепсский 💢финский 🙇‍♂повторять диктор тренировать произношение . ❤предлагать свой любимый слово карелия тема обсуждение ссылка снимать видеоролик присылать личный сообщение группа выкладывать страница хештэг . 🎨иллюстрация слово гусь дмитрий дмитриев . 100словокарелия .";2020-09-14 11:00:09;satasanaa
"друг спешить поделиться отличный новость самоучитель финский татьяна аргутиный-исламаевой доступный онлайн-формат портал электронный библиотека автор карелия . самоучитель издать прошлый год поддержка миннац карелия стать отличный помощник начинать изучать финский язык . литература_карелия .";2020-09-14 14:12:09;desyatiletieyazykovkarelia
"☀долго делать быстро сделать плохо поспешить . согласный . пословицы_карелия .";2020-09-15 09:53:46;desyatiletieyazykovkarelia
"ливвиковский 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁cамый активный участник группа конец месяц получить подарок команда проект . 👩‍🦰пример читать ольга смотровый газета карельский язык который выходить неделя петрозаводск . 100словокарелия .";2020-09-15 10:00:06;satasanaa
"собственно карельский 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁cамый активный участник группа конец месяц получить подарок команда проект . 👱‍♀пример читать ульяна тикканена газета карельский язык который выходить неделя петрозаводск . 100словокарелия .";2020-09-15 11:00:05;satasanaa
"людиковский 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁самый активный участник конец месяц получить подарок команда проект . 👩‍💼пример читать александр родионов научный сотрудник сектор языкознание иять карнц ран . 100словокарелия .";2020-09-15 12:00:06;satasanaa
"это карел . бежать ниже становиться сидеть выше . загадки_карелия .";2020-09-15 19:37:55;desyatiletieyazykovkarelia
"книга новый завет карельский язык севернокарельский диалект . текст перевод русский язык аудио карельский . часть .";2020-09-15 20:15:01;karjalan_kieli
"книга новый завет карельский язык севернокарельский диалект . текст перевод русский язык аудио карельский . часть .";2020-09-15 20:16:00;karjalan_kieli
"книга новый завет карельский язык севернокарельский диалект . текст перевод русский язык аудио карельский . часть .";2020-09-15 20:17:00;karjalan_kieli
"октябрь год газета финский язык отметить свой юбилей . честь это событие редакция газета объявлять конкурс хороший поздравление газета юбилей . участие конкурс допускаться фотография презентация видеоролик стих открытка творческий работа . возраст участник ограничить . конкурс проводиться сентябрь . подведение итог состояться период октябрь . размещать свой поздравление социальный сеть вконтакте хэштег карьялансаномат100лет также отправлять почта . подробный правило участие конкурсе👉 кстати знать сколько год назад выйти первый номер газета .";2020-09-16 09:21:00;desyatiletieyazykovkarelia
"вепсский 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁cамый активный участник группа конец месяц получить подарок команда проект . 👩‍🦱пример читать дарья швецов газета кодим который выходить месяц петрозаводск . 100словокарелия вепсский .";2020-09-16 11:00:08;satasanaa
"финский язык 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁cамый активный участник группа конец месяц получить подарок команда проект . 👱‍♀пример читать наталья денисов ресурсный языковой медиацентр карелов вепс финн республика карелия . 100словокарелия .";2020-09-16 13:44:18;satasanaa
"знать карел повсеместно вялить окунь плотва подлещик мелкий щука . вялить рыба обычно весна сухой прохладный погода . рыба тщательно чистить мыть затем течение несколько день держать солёный вода . это вынимать рассол давать стечь лишний жидкость нанизывать бечёвка оставлять тушка просвет . бечёвка рыба вешать теневой место обычно крыша амбар сарай использовать специальный рыбный палочка . фото . беликов карелы_карелия .";2020-09-16 15:21:00;desyatiletieyazykovkarelia
"сон друг утомиться . спокойный сон друг . пословицы_карелия .";2020-09-16 20:21:00;desyatiletieyazykovkarelia
"слово семьдесят третий слово карелия ряпушка ряпушка знакомый весь житель гость карелия . северный рыба предпочитать чистый глубокий водоём . сезон ловить ряпушка приходиться осень начало зима скоро ждать настоящий лакомство . ряпушка варить уха запекать духовка использовать качество начинка пирог солить вялить коптить . ряпушка по-карельски лук молоко блюдо знаменитый ресторан подавать . 💢ливвиковский карельский 💢собственный карельский 💢людиковский 💢вепсский 💢финский 🙇‍♂повторять диктор тренировать произношение . ❤предлагать свой любимый слово карелия тема обсуждение ссылка снимать видеоролик присылать личный сообщение группа выкладывать страница хештэг . 🎨иллюстрация слово ряпушка дмитрий дмитриев . 100словокарелия .";2020-09-17 10:59:28;satasanaa
"ливвиковский 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁cамый активный участник группа конец месяц получить подарок команда проект . 👩‍🦰пример читать ольга смотровый газета карельский язык который выходить неделя петрозаводск . 100словокарелия .";2020-09-17 13:00:07;satasanaa
"собственно карельский 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁cамый активный участник группа конец месяц получить подарок команда проект . 👱‍♀пример читать ульяна тикканена газета карельский язык который выходить неделя петрозаводск . 100словокарелия .";2020-09-17 15:00:07;satasanaa
"людиковский 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁самый активный участник конец месяц получить подарок команда проект . 👩‍💼пример читать александр родионов научный сотрудник сектор языкознание иять карнц ран . 100словокарелия .";2020-09-17 17:20:00;satasanaa
"вепс изба состоятельный вепсский крестьянин иметь богатый резной декор . резьба покрыть доска причелина край свес крыша ограда балкончик наличник красный слуховой окно водосточный жёлоб выступать верхний бревно боковой стена кронштейн . конец курица вырезаться вид птичий конский гол . вепсы_карелия .";2020-09-17 17:26:26;desyatiletieyazykovkarelia
"время сильный ветер карел говорить старик ветер старуха ветер бывший хозяйка ветер отдохнуть свой работа успокоить свой мысль . карелы_карелия .";2020-09-18 09:01:11;desyatiletieyazykovkarelia
"вепсский 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁cамый активный участник группа конец месяц получить подарок команда проект . 👩‍🦱пример читать дарья швецов газета кодим который выходить месяц петрозаводск . 100словокарелия вепсский .";2020-09-18 10:07:23;satasanaa
"финский язык 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁cамый активный участник группа конец месяц получить подарок команда проект . 👱‍♀пример читать наталья денисов ресурсный языковой медиацентр карелов вепс финн республика карелия . 100словокарелия .";2020-09-18 13:00:03;satasanaa
"знать преодоление небольшой ручей река карел строить простой мостик ливва . стесать сверху бревно . широкий река строить усложнить мост . например мост лежать прямо поверхность вода . узкий сделать сплотить бревно мост применяться судоходный река . конец мост прикрепляться берег привязываться противоположный берег верёвка . случай прохождение река судный верёвка отвязывать мост спускаться вниз течение река затем мост вновь притягиваться прежний место . также строиться широкий высокий деревянный ряжевый мост . ливва . люд . который возможный проезд телега . роль опора выполнять деревянный сруб бревно бок мост устанавливаться перила . фото . инх карелы_карелия .";2020-09-18 16:02:00;desyatiletieyazykovkarelia
"работать работать закончить советовать вепсский пословица . хороший выходной . пословицы_карелия .";2020-09-18 19:13:00;desyatiletieyazykovkarelia
"королева северный болото клюква богатый витамин группа рр каротиноид ягода клетчатка полифенольный соединение . горячий клюквенный кисель давно известный народный средство простуда . делиться рецепт кисель клюква промыть клюква размять толкушка эмалировать посуда добавить полстакана кипячёный горячий вода размешать слить сок стакан банк . выжимка отварить стакан вода процедить . добавить отвар сахар довести кипение заварить крахмальный мука развести стакан вода . кисель закипеть снять огонь влить сырой клюквенный сок . стакан ягода потребоваться стакан сахарный песок стакан вода ст . ложка крахмал . приятный аппетит . кухня_карелия .";2020-09-19 10:25:00;desyatiletieyazykovkarelia
"закреплять слово пройти неделя пример ливвиковский . весна осень пролетать гусь . собственно карельский . гусь улетать юг зимовка . людиковский . осень гусь улетать юг . вепсский . осень гусь улетать юг . финский язык . гусь считаться домашний животное год назад египет . ";2020-09-19 11:00:04;satasanaa
"прохладный вечер сентябрь прекрасный повод провести время дом компания любимый книга . предлагать насладиться поэзия константин бальмонт завет бытие перевод ливвиковский наречие карельский язык александр лукич волков . литература_карелия .";2020-09-19 19:34:25;desyatiletieyazykovkarelia
"это цветочек это ягодка сказать карел что-то очень серьёзный . образные_выражения_карелия .";2020-09-20 10:20:00;desyatiletieyazykovkarelia
"закреплять слово пройти неделя пример ливвиковский . бабушка любить ряпушка . собственно карельский . ловить ряпушка ряпушковый сеть . людиковский . карел печь вкусный рыбник ряпушка . вепсский . любить жареный ряпушка . финский язык . мелкий ряпушка озеро киткаярви называть мудрый рыба озеро китка . ";2020-09-20 11:00:03;satasanaa
"наш дом погода спорить гласить вепсский пословица . фото илья тимин . шелтозёрский вепсский этнографический музей имя лонина . пословицы_карелия .";2020-09-20 19:20:00;desyatiletieyazykovkarelia
"долго пока размышлять ещё долгий пока начать . друг включаться рабочий утро😉 пословицы_карелия .";2020-09-21 09:33:54;desyatiletieyazykovkarelia
"слово семьдесят четвёртый слово карелия белуха знать карелия водиться самый настоящий кит . знаменитый белуха это вид зубатый кит . небольшой группа белый лобастый млекопитающее увидеть путь соловка обитать белый море . ещё услышать . белуха издавать громкий разнообразный звук благодаря который русский язык появиться выражение реветь белуга . 💢ливвиковский карельский 💢собственный карельский 💢людиковский 💢вепсский 💢финский 🙇‍♂повторять диктор тренировать произношение . ❤предлагать свой любимый слово карелия тема обсуждение ссылка снимать видеоролик присылать личный сообщение группа выкладывать страница хештэг . 🎨иллюстрация слово белуха дмитрий дмитриев . 100словокарелия .";2020-09-21 11:00:08;satasanaa
"ливвиковский 💢слово пример пример слово 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁cамый активный участник группа конец месяц получить подарок команда проект . 👩‍🦰пример читать ольга смотровый газета карельский язык который выходить неделя петрозаводск . 100словокарелия .";2020-09-21 12:00:02;satasanaa
"собственно карельский 💢слово пример пример слово . 🙇‍♂прослушать пример повторить диктор попробовать перевести русский язык . cделать репост написать перевод свой стена . мочь также придумать свой пример это слово опубликовать свой стена поставить хештег 100словокарелия 💫правильный ответ опубликовать конец неделя . 🎁cамый активный участник группа конец месяц получить подарок команда проект . 👱‍♀пример читать ульяна тикканена газета карельский язык который выходить неделя петрозаводск . 100словокарелия .";2020-09-21 14:00:01;satasanaa
