topic,text,date,domain,type_group
мероприятия и проекты,"✅ Торжественное мероприятие «Открытие Года карельских рун» пройдет 25 февраля в конференц-зале Национальной библиотеки Республики Карелия.  Расскажем о карельской рунопевческой традиции, проведем презентацию мероприятий Года карельских рун и этнокультурного календаря «Сказители Карелии».    Вы услышите карельские руны в исполнении: - Игоря Соловьева, руководителя фольклорного ансамбля «Истоки», - Клима Мигунова, солиста Детского фольклорного ансамбля «Vesläžed»,  - Алексея Огнева, обучающегося Детской музыкально-хоровой школы,  - Ансамбля кантелистов Детской музыкальной школы №1 им. Г.Синисало,  - Национального ансамбля песни и танца Карелии «Кантеле».    Приглашаем вас присоединиться к онлайн-трансляции Открытия Года карельских рун по ссылке http://library.karelia.ru/broadcast/.    Организаторами мероприятия выступают [club147415188|Министерство национальной политики Карелии], [club37553609|Национальная библиотека Республики Карелия], Институт языка, литературы и истории КарНЦ РАН при поддержке [club3480581|Национального ансамбля песни и танца Карелии «Кантеле»], [club164550508|Петрозаводской государственной консерватории им. А.К. Глазунова] и [https://vk.com/karjalaiskerahmo|Совета уполномоченных IX съезда карелов Республики Карелия].  #ГодКарельскихРун #КарельскиеСказители #руны",2021-02-17 12:27:00,desyatiletieyazykovkarelia,language
мероприятия и проекты,"Тренировка по Kyykkä (Кююккя) состоится завтра, 22 сентября, в 15-00 на стадионе в ямке на ул. Антикайнена за Пед. академией. Tulkua tervehenä! Присоединяйтесь!",2013-09-21 15:25:28,kyykkakarjala,festival
мероприятия и проекты,"Председатель правления Карельской региональной общественной организации сохранения наследия «Марийцы Карелии» Михаил Асессоров на семинаре-тренинге «Участие НКО в реализации государственной национальной и миграционной политики» передал генеральному директору Ассоциации «Карельский ресурсный центр общественных организаций» Николаю Оськину книги о культуре и традициях марийского народа для республиканских Центров межнационального сотрудничества.  Сегодня в Карелии действуют 13 таких Центров, четырнадцатый будет открыт в октябре 2019 года в Лахденпохском муниципальном районе в рамках проекта «Карелия – мир национальных культур», поддержанного Министерством национальной и региональной политики республики.",2019-09-09 14:13:24,minnazrk,state
мероприятия и проекты,"КЮККЯ — карельские городки ◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦◦  22-23 февраля 2020г. в г. Петрозаводске состоятся региональные соревнования по кюккя, посвященные 100-летию Республики Карелия.    Спортивные соревнования проводятся с целью развития городошного спорта в Республике Карелия и укрепления дружественных связей с соседними регионами.    Соревнования лично-командные, проводятся по Правилам соревнований МФГС.    К участию в соревнованиях допускаются спортсмены городских округов и муниципальных районов Республики Карелия и других регионов, мужчины и женщины 2002 г.р. и старше.    Положение о проведении соревнований будет выложено в ближайшее время.",2020-01-22 14:55:00,karel_colorit,multifunctional
мероприятия и проекты,"ОПЫТ КАРЕЛЬСКОЙ АРТ-РЕЗИДЕНЦИИ ПРЕДСТАВИЛИ НА МЕЖДУНАРОДНОМ УРОВНЕ    Координатор [club69303655|Карельской арт-резиденции] Варвара Феклистова как участница семинара проекта Refinery и Арктического саммита искусств оказалась в гуще международных культурных событий.    1–2 июня состоялся так называемый Field Trip – семинар в пути, участники которого путешествовали на автобусе из Рованиеми в Инари и обратно, обсуждая в пути темы, связанные с коренными народами Арктического региона. Ключевые слова: Арктика, арктический дизайн, совместный дизайн, связь, наращивание потенциала, устойчивость, культурный туризм, искусство и культура, коренные народы, саамы. В Инари, центре проживания саамов, единственного коренного народа, живущего в Европейском союзе, состоялся семинар по совместному проектированию с местными жителями.    Искусство и дизайн: какие возможности для решения проблем национального большинства и коренных народов они открывают? Какие проблемы коренных народов можно и нужно решать на законодательном уровне? Какие образовательные, социальные и бизнес-модели существуют для развития малочисленных народов? Как можно трансформировать огромный культурно-исторический опыт места в туристический продукт? На эти и другие вопросы отвечали 70 участников семинара – архитекторы, историки, преподаватели медиатехнологий, дизайнеры, арт-менеджеры, музыканты и художники из двадцати стран. 400 километров пути объединили два больших события, происходящих в начале июня в Рованиеми: Конференцию Cumulus 2019 «Вокруг костра: устойчивое развитие и интеллект» и Арктический саммит искусств. Для участников форума Cumulus 2019 эта поездка стала завершением конференции, а для участников Арктического саммита – первым его событием.    Организатор «полевого семинара» – Центр содействия искусству Финляндии (TAIKE). В таком формате Центр проводит мероприятие впервые.    3 июня Варвара Феклистова выступила на заключительном мастер-классе проекта Refinery, где представила арт-маршрут по национальному парку «Калевальский». Этот арт-маршрут – наработка для проекта «Карельская сеть арт-резиденций и арт-туризм».    Впереди – Арктический саммит искусств, где 5 июня Варвара представит Карельскую арт-резиденцию, ее деятельность, перспективы развития и примет участие в обсуждении темы «Резиденции в Арктике: общие ценности и видения».",2019-06-05 12:30:01,etnodomrk,festival
мероприятия и проекты,"Дорогие друзья! Карельский народный театр «Чичилиушку» приглашает на спектакль! В репертуаре театра – это самый добрый, пронзительный и сказочный кукольный спектакль для семейного просмотра.    Это трогательная, лирическая и чуть-чуть фантастическая история о настоящей дружбе между аистенком Айко, который никак не может научиться летать, и Пугалом, одиноко стоящим на заброшенном огороде. Коварному Коту совсем не по душе такая дружба. Но всем известно, что тот, кто расставляет капканы другим, сам в них и попадает…    Режиссёр - Наталья Голубовская  Художник - Борис Кудрявцев    Цена билета - 150 руб., дети до 3-х лет - бесплатно",2019-04-19 9:00:05,etnodomrk,festival
мероприятия и проекты,"👰🤵Много интересных подробностей о свадебной обрядности карелов-людиков вы узнаете, посмотрев видеолекции с молодым ученым ИЯЛИ КарНЦ РАН Сергеем Минвалеевым👇🏻  📽Видеолекции подготовлены в рамках проекта [club197280372|Людиковский исторический короб], реализованного при поддержке [club147415188|Министерства национальной политики Карелии]   #НКО_Карелии#карелы_Карелии",2020-11-27 19:12:00,desyatiletieyazykovkarelia,language
мероприятия и проекты,"🌲ТУРЫ В КАРЕЛЬСКУЮ КУЛЬТУРУ  Республика Карелия стала одним из первых регионов России, которые вошли в новый проект Яндекс-путешествий «Туры в культуры».    Один клик и можно почувствовать запах лохикейто, горячих калиток, и найти отель с хорошей скидкой. Удобная платформа для путешественников погружает в мир карельских лесов и озер, песен и сказаний.    Попробуйте и вы https://vk.cc/cfurnO  Добро пожаловать в Карелию!",2022-08-12 9:00:00,etnodomrk,festival
мероприятия и проекты,"Приглашаем творческие коллективы принять участие в Международном телевизионном проекте по народному танцу  ""Folk of Dance"". Уникальный и социально значимый проект «Folk of Dance» покажет всему миру, что хореографическая культура любого народа значима не только для отдельного государства, но и для мира в целом, а профессионалы, работающие в данном направлении могут выйти на Международную арену с навыками и наработками хореографических техник отдельных культур, но и занять прочно свою нишу среди танцоров ведущих современных жанров, а также обучиться универсальным методикам и техникам исполнительского мастерства.  Фонд поддержки национальной культуры ""Артес""  Наш адрес: Москва, ул. Тверская-Ямская 4-ая, д. 7  www.folkofdance.com  Участие в проекте: info@folkofdance.com  Аккредитация прессы: pr@folkofdance.com  Сотрудничество: general@folkofdance.com",2018-02-19 9:51:40,etnodomrk,festival
мероприятия и проекты,"🎼КОНКУРС ИСПОЛНИТЕЛЕЙ НА КАНТЕЛЕ    [https://vk.com/kantelekonkurs|II Межрегиональный конкурс исполнителей на кантеле] открывает приём заявок🎶  К участию приглашаются ансамбли и сольные исполнители на диатонических и хроматических инструментах. Возраст – от 6 лет.   📝Заявки на участие принимаются до 12 ноября 2023 года на электронный адрес: kantelekonkurs@mail.ru  Конкурс проходит очно. Подробная информация о Конкурсе в Положении.  👉Подписывайтесь на [https://vk.com/kantelekonkurs|группу конкурса], чтобы быть в курсе всех новостей!",2023-09-26 9:55:35,etnodomrk,festival
мероприятия и проекты,"Детская группа Карельского народного хора Oma Pajo , с которой коллектив воплощает в жизнь основные мероприятия проекта ""Короб Сампсы"",     приняла участие в Детском музыкально-театрализованном Фестивале ""Золотые ключики!  #короб_сампсы",2023-02-01 13:20:18,omapajo,festival
мероприятия и проекты,"В конце года в Карелии будет открыт Дом дружбы народов, где национальные общественные объединения смогут проводить мероприятия, тематические выставки и конференции.    Предлагаем вам стать частью Дома дружбы уже сейчас: расскажите нам о национальных традициях вашего народа, интересных пословицах, поговорках, народных сказках, праздниках, ваших любимых народных танцах и мелодиях 🎶    Вы также можете поделиться фотографиями народного костюма (а может быть, и своими фотографиями в костюмах!), предметов, связанных с самобытной культурой народов, проживающих в Карелии, книг, музыкальных инструментов 📸    Не забудьте рассказать о том, что изображено на ваших фотографиях, и поставить хэштег #ДомДружбыКарелия, чтобы мы смогли увидеть ваши записи! 🤗    Самые интересные материалы войдут в сборник о культуре и традициях народов, проживающих в Карелии, который готовится к изданию в год 100-летия республики.    Присоединяйтесь!    #ДомДружбыКарелия",2020-06-08 9:00:01,etnodomrk,festival
мероприятия и проекты,"Hуvä neidine kylän kohendau / Хорошая девушка деревню красит. Так говаривали в карельской деревне.   А как носить праздничный женский костюм?  Зачем носить нижнюю юбку?  А где же завязать тесемки под сарафаном? А и зачем они?  Сколько складок должно быть на спинке сарафана? А фартук или передник?  Вот несколько вопросов, ответы на которые Вы узнаете из ролика про женский костюм южной Карелии. Ну и конечно несколько лайфхаков правильной посадки сарафана.   Ролик подготовлен в рамках проекта Медиапособие по традиционному костюму Республики Карелия «Дворовый этикет». Проет реализуется при финансовой поддержке [club143830192|Фонда президентских грантов],  [club48232175|Союзом карельского народа] и [club30461892|Центром народного творчества Республики Карелия].   #дворовыйэтикет #ялюблюсамодеятельность #поддержитрадиции #ЭХО #ECHO #карелия #сделано_в_карелии",2021-11-27 10:37:50,echo_association,museum
мероприятия и проекты,"Друзья, по техническим причинам прямой эфир сегодня прервался, ответить на все вопросы, к сожалению, не успел. Сейчас уже на вокзале, убываю в рабочую командировку в Москву. Спасибо всем, кто писал и звонил, все ваши вопросы приняты мной и министрами.",2022-04-25 20:08:30,aparfenchikov,state
мероприятия и проекты,"Наши коллеги из Фонда ""Опора"" продолжают реализацию проекта ""Кино объединяет"". Следующие кинолектории пройдут в Олонце и Кондопоге👍",2019-12-06 15:32:26,etnodomrk,festival
мероприятия и проекты,"15-16 сентября в ТРК «ЛОТОС PLAZA» прошла замечательная ЯРМАРКА КРУЖКОВ И СЕКЦИЙ «Детский Петрозаводск». Презентационно-выставочный центр музея «Кижи» принял в ней активное участие и выражает благодарность всем организаторам и участникам этого незабываемого события. Несколько часов драйва в режиме нон-стоп, улыбки, задания, позитив и неподдельный интерес - вот что окружало и объединяло нас. До новых встреч, ДРУЗЬЯ!!!    Если вы были на нашей станции, поделитесь впечатлениями или выложите фотографии в альбом - https://vk.com/album-169404593_258790119  Фотографии с праздника можно посмотреть на странице проекта https://vk.com/hobby_petrokids_2018 А мы ждём всех Вас в гости на наши мероприятия и программы на пл.Кирова,10а.  #кижиНаКирова #МузейВГороде #всейсемьей #кудапойти",2018-09-19 15:00:12,museum_ptz,museum
мероприятия и проекты,"Terveh Teile!Здравствуйте Всем!8 февраля(воскресенье) в 13-00 состоится тренировка на стадионе ""Voitto""(Победа)(Перекресток Антикайнена-Ленина)!Tulkua käymäh!Приглашаем всех!",2015-02-04 19:53:15,kyykkakarjala,festival
мероприятия и проекты,Продолжается сотрудничество Министерства национальной и региональной политики Республики Карелия и Петрозаводского государственного университета  21-22 апреля 2018 года в учебно-образовательном центре «Урозеро» состоялась школа актива для иностранных студентов Петрозаводского государственного университета «Для Карелии – для мира». Мероприятие было организовано и проведено Профкомом ПетрГУ за счет средств гранта Федерального агентства по делам молодежи.  Подробнее: http://nationalkom.karelia.ru/press-centr/novosti/prodolzhaetsja-sotrudnichestvo-ministerstva-nacional-noj-i-regional-noj-politiki-respubliki-karelija-i-petrozavodskogo-gosudarstvennogo-universiteta/,2018-04-23 12:14:54,minnazrk,state
мероприятия и проекты,"Внимание! Внимание! Новогодние представления в Центре национальных культур и народного творчества Карелии уже начались! Ждем вас и ваших детей на сказочном триллере ""Ну, Мороз - Красный нос!"". Узнать про билетики можно по телефону 78-55-29 и 78-33-79.  Поторопитесь!",2016-12-23 13:17:20,etnodomrk,festival
мероприятия и проекты,"Собрали всю программу акции «Ночь искусств», которая состоится в Национальном музее Карелии 2 ноября.  Выбирайте, приходите и... оставайтесь с нами! ;)  #национальныймузейкарелии #ночьискусств #акции_нмрк",2024-10-31 9:58:47,rk_nationalmuseum,museum
мероприятия и проекты,"Дорогие жители и гости города Олонца!    В рамках проведения праздничных мероприятий, посвящённых 74-летию освобождения города Олонца и Олонецкого района от фашистских захватчиков приглашаем самых юных зрителей 23 июня в 13:30 на детскую развлекательную программу «Счастливое детство» с участием Карельского Морозца Паккайне и его подруги Луминайне, сказочных героев Клюквы и Морошки. (Олонец, городской парк, главная сцена).#морозецпаккайне #лето2018 #паккайне #счастливое_детство",2018-06-19 13:00:05,olongames,festival
мероприятия и проекты,Проект «Ремесла Пряжинских карелов» в пос. Эссойле уже дает вот такие результаты.,2014-11-16 22:49:53,echo_association,museum
мероприятия и проекты,"✅Сегодня в Петрозаводске состоялся круглый стол по вопросам терминологии, орфографии и топонимии на языках коренных народов Республики Карелия. Мероприятие посвящено 25-летию деятельности республиканской термино-орфографической комиссии при Главе Республики Карелия.   🖊 Комиссия была образована в мае 1998 года Постановлением Председателя Правительства Республики Карелия в целях ускорения процесса развития карельского и вепсского языков.   📍Основными задачами Комиссии являются развитие и упорядочение лексического запаса карельского и вепсского языков, образование новой политической, экономической и другой тематической лексики на карельском и вепсском языках с целью ее введения в повседневную речь, осуществление перевода различного рода информации на языки коренных народов Карелии. В состав Комиссии входят представители Института языка, литературы и истории КарНЦРАН, Петрозаводского государственного университета, Издательства «Периодика», ГТРК «Карелия».   👍 За последние три года в результате работы Комиссии совместно с партнерами выполнен перевод более 3500 наименований и информационных материалов на карельский и вепсский языки.   ✨За активное участие в работе Комиссии и вклад в решение вопросов развития и применения в повседневной речи карельского и вепсского языков благодарственными письмами Главы Республики Карелия поощрены Нина Зайцева, Ирина Новак, Александра Родионова. Члены Комиссии за оказание содействия в переводе материалов поощрены также благодарственными письмами Министерства финансов Республики Карелия, Министерства образования и спорта Республики Карелия, Администрации Петрозаводского городского округа, Избирательной комиссии Республики Карелия, Карельского института развития образования.  Фото [club195293328|Дом дружбы народов Республики Карелия]",2023-05-19 14:21:01,minnazrk,state
мероприятия и проекты,"Мастерская открывает двери   Ремесленный workshop «Мастерская открывает двери» провела Национально-культурная автономия российских немцев Петрозаводска совместно с Этнокультурным центром города Олонца «LINDU». Мероприятие состоялось в рамках масштабного этнокультурного проекта «Новое пространство традиций», который представляет собой симбиоз творческих и ремесленных коллективов Карелии.  Подробнее: https://nationalkom.karelia.ru/press-centr/novosti/masterskaja-otkryvaet-dveri/",2019-08-01 15:06:02,minnazrk,state
мероприятия и проекты,"ДАВАЙТЕ ТАНЦЕВАТЬ!💃🕺  Предлагаем вашему вниманию плейлист фонограмм к популярному Медиапособию по традиционным карельским танцам «Hienoja tansseja»  Сегодня выходной, и это значит, что повод для танцев обязательно найдётся😃  А если вы не знаете или забыли, как правильно исполнять краковяк или вальс, – обязательно посмотрите видео-уроки Медиапособия [https://vk.com/video/playlist/-30461892_54940596| «Hienoja tansseja»]  Приятного прослушивания, просмотра и ""изящных"" вам танцев!  #Hienojatansseja #народноетворчествокарелии #Karjala #Karelia  #ЦНТиКИ #фондкультурныхинициатив #ПФКИ #ФондПрезидентскихГрантов #пфки",2022-05-15 12:00:01,etnodomrk,festival
мероприятия и проекты,"РАССКАЖИТЕ ИСТОРИЮ СВОЕЙ СЕМЬИ В 2022 году проект «Негаснущая память Карелии» стал победителем конкурса Фонда грантов Главы Республики Карелия. В нем люди расскажут о героях Великой Отечественной войны, жизнь которых сохранилась на страницах фронтовых писем.    В этих строках короткие рассказы о войне, стихи, просьбы выслать фото и, конечно же, бесконечные слова любви к своим близким, мечты о послевоенном счастье в родном доме.    Если у вас остались такие письма, и вы хотите рассказать историю своей семьи, пишите в личные сообщения группы АНО «Новые решения» (https://vk.com/ano_nr). Сохраните эту память для будущих поколений.    #негаснущаяпамятькарелии #грантыГлавыКарелия #ФондГрантовГлавы",2023-03-06 12:46:09,karel_colorit,multifunctional
мероприятия и проекты,Семейный клуб тверских карел. Премьера постановки Tubone - Теремок. t.me/tipazet (цыплята) #tipazet,2024-05-18 11:11:00,learning_karelian_language,language
мероприятия и проекты,"🏃‍♂18 мая в 15:30, 16:30, 18:30 часов приглашаем детей в настоящее сказочное приключение вместе с необычным героем – песочным человечком.  🏃‍♂Вы знаете, что из маленьких песчинок можно сложить большую историю, особенно, если песчинки эти поселились прямо в одном из залов Национального музея Республики Карелия.  Место действия - магическое пространство интерактивной песочницы. Герой нашей сказки - казалось бы, обычный песок, который при ближайшем рассмотрении окажется вовсе не таким уж и обычным... Авторы сказки - все мы, кто будет творить на игровом занятии, управлять маленькими песчинками и направлять их по нашей сюжетной линии.  🏃‍♂Сказка будет интересна детям 5-10 лет и их родителям, всем, кто любит фантазировать и хочет попробовать свои силы в необычном деле - рисовании песком.  Приходите! Будем сочинять, строить замки, рисовать, придумывать реальные и нереальные истории!  ✏Стоимость билета - 100 рублей  #национальныймузейкарелии #экскурсии_нмрк #ночьмузеев #ночьмузеев2019",2019-05-15 10:05:00,rk_nationalmuseum,museum
мероприятия и проекты,"🆕 Многодетная семья Петровых из Суоярви представила Карелию  на форуме «Родные-Любимые», который проходит с 19 по 23 января на Международной выставке «Россия» в Москве.   Жители республики приехали на ВДНХ командой из шести человек. Возглавили делегацию родители – Иван и Ирина. Вместе с ними в столицу прибыли дети: Ульяна, Степан и Даниил, а также бабушка — Антонина Степановна Гагарина.  Семья Петровых приехала на форум с почетной миссией – вместе они познакомили гостей выставки с карельскими нарядами, языком и традициями.    - Мы приехали из нашей родной, любимой Карелии в традиционных костюмах. Наша большая семья — карелы в нескольких поколениях. Мы соблюдаем национальные традиции и обычаи, чтим историю, нашу культуру, бережём память предков, внутри семьи иногда говорим по-карельски, печем калитки по воскресеньям, поэтому представлять Карелию — огромное удовольствие, но это и ответственность, ведь форум очень высокого уровня, — поделилась Ирина Петрова.    На выставке Петровы приняли участие в различных конкурсах, интерактивных лекциях и мастер-классах, один из которых провели для гостей форума самостоятельно.  В Доме российской кухни семья научила посетителей готовить калитки и угостила традиционным ржаным лакомством всех желающих. Мастер-класс посетил Первый заместитель руководителя Администрации Президента России Сергей Кириенко. Он поприветствовал семью из Карелии и сфотографировался с ними на память.    Побывали Петровы и на стенде республики. Здесь они поучаствовали в семейной программе от музея-заповедника «Кижи».  Напомним, что экспозицию Карелии может увидеть любой желающий ежедневно в павильоне № 75 на ВДНХ.",2024-01-23 2:59:59,karel_colorit,multifunctional
мероприятия и проекты,"Друзья!  Мы планируем поездку в п. Эссойла для знакомства с местными жителями и активистами карельского движения и установления дружеских связей для дальнейшей совместной работе по продвижению карельского языка, а также для знакомства с творчеством сямозерских писателей и поэтов.   Поездка состоится 14 октября (воскресенье). Выезжаем из Петрозаводска от Центра нац.культур (пл. Ленина, 2) в 9.00, возвращаемся в Петрозаводск к 17.30.  Приглашаем в поездку слушателей курсов карельского языка, участников разговорного клуба ""Пагинканзу"", активистов Союза карельского народа, всех, кто интересуется карельским языком и культурой.   Стоимость участия - 320 рублей (кофе-пауза, экскурсионное обслуживание, транспортные расходы).   Связь можно держать с вашими преподавателями карельского языка [id23686217|Anastasia Afanasyeva], [id176782439|Tatyana Baranova]б [id96433174|Evgeny Karakin] или со мной [id8710605|Natalya Vorobey].",2018-10-09 11:37:00,karjalanrahvahanliitto,multifunctional
мероприятия и проекты,"3 февраля в Национальном музее Карелии состоялась новая встреча в рамках работы клуба «Стародум».   На этот раз в гости в музей пришли артисты Кукольного театра Карелии, участники постановки «Карельский сувенир» - Заслуженная артистка Республики Карелия Людмила Васильевна Терентьева и Народный артист Республики Карелия Александр Павлович Довбня.  В этом году спектаклю «Карельский сувенир», который был создан по мотивам карельских сказок, исполняется 50 лет.   Людмила Васильевна и Александр Павлович рассказали про спектакль, историю его создания, о гастролях в Финляндии в 70-е годы прошлого века.   Примечательно, что в нем были использованы планшетные куклы, а актёры играли в живом плане, пели и даже танцевали.   Рассказ сопровождался показом некоторых кукол Христины Скалдиной: все они выполнены из деревянных ковшей, ложек, солонок, лаптей и т. д. Куклы были отмечены бронзовой медалью ВДНХ.   Спектакль «Карельский сувенир» имел счастливую творческую судьбу - он был показан во многих театрах России и проложил театру дорогу за границу.   В завершении приятной и душевной встречи все желающие могли рассмотреть фотографии со сценами из спектакля, подержать в руках куклы и представить себя в роли артистов спектакля.  Новая встреча клуба «Стародум» состоится уже совсем скоро - 10 февраля в 14:00 поговорим о постановке «Красавица Насто» в Музыкальном театре Карелии.  #национальныймузейкарелии",2024-02-05 9:24:30,rk_nationalmuseum,museum
мероприятия и проекты,"✋ Друзья, голосуем за новую столицу «Серебряного ожерелья России»!  На молодёжном форуме «Ладога» предложил на этот статус нашу Сортавалу. Для тех, кто не в курсе, поясню.   💫 «Серебряное ожерелье» - национальный турпроект. Он включает в себя маршруты, которые объединяют исторические города Северо-Запада. Добрая традиция – выбирать каждый год столицу проекта. Зачем? Чтобы привлечь внимание к интересным, но не столь популярным среди российских туристов городам.   В 2023-м столицей стал один из самых маленьких городов страны – Сольвычегодск, а в 2024 на этот статус претендуют 11 городов Северо-Запада. Что думаете насчет Сортавалы? По-моему, предложение достойное! Приступаем?! Даём максимальный репост!!!👇  🔹 Выбираем Сортавалу в опросе https://vk.com/wall-25624461_13491  🔹 Пишем слово Сортавала под этим же постом https://vk.com/wall-25624461_13491   #НашаКарелия #СеребряноеОжерельеРоссии",2023-09-16 10:05:00,aparfenchikov,state
мероприятия и проекты,"ВНИМАНИЕ! Начинаем приём заявок:  Государственный Российский Дом народного творчества имени В.Д. Поленова проводит в Москве с 17 по 22 ноября 2017 года Всероссийский семинар режиссеров любительских театров.  Тема семинара: «Работа режиссёра над художественным, музыкальным и пластическим решение спектакля». В программе семинара занятия с педагогами Российского института театрального искусства (ГИТИС) и Школы-студии МХАТ, а так же посещение ГИТИС - театра.  Для участия в семинаре приглашаются руководители и режиссёры любительских театров. http://www.rusfolk.ru/ru/fest/4401/  Зав. отделом театрального искусства ГРДНТ им. В.Д. Поленова  Куц Марина Ивановна  8-495-621-73-38",2017-08-30 10:20:06,etnodomrk,festival
мероприятия и проекты,"Отличный трудовой десант организовали наши волонтёры в селе Деревянное. Помогли семье, где сразу два участника СВО, привести в порядок приусадебный участок. Напилили и накололи дрова, сложили их в поленницу.   Вместе с волонтёрами были глава семьи и его сын. Оба служат на Донбассе. Отец получил тяжелое ранение и сейчас проходит лечение в Петрозаводске, а сын как раз приезжал домой на побывку.  Добровольцам штаба #МыВместе и актива Карелии [https://m.vk.com/club219333035|""ПО ZOVY СЕРДЦА""]- спасибо! Потрудились на славу и скоро отправятся в Деревянное еще раз – работы на участке много.  А я напомню, что для поддержки семей участников СВО у нас действует региональный штаб помощи. По номеру: 8 (800) 200-34-11 можно оставлять для волонтёров заявки на оказание помощи по различным бытовым вопросам. Семьи наших земляков, которые находятся на передовой, должны чувствовать наше плечо. Мы вместе.",2023-05-30 18:30:00,aparfenchikov,state
